distance_km,traffic_ratio,weather_severity,vehicle_load,driver_fatigue,historical_delay,hub_congestion,product_type,priority,road_quality,temperature_celsius,precipitation_mm,wind_speed_kmh,is_peak_hour,active_incidents,vehicle_type_risk,actual_delay_minutes
235.72,2.03,0.16,0.74,0.35,1.68,4.11,luxury,high,0.76,36.5,12.5,8.0,0,0,1.0,35.69
65.31,1.09,0.43,0.57,0.15,16.76,7.73,medicine,critical,0.73,32.1,27.6,24.2,0,1,1.2,12.68
141.71,1.76,0.27,0.56,0.35,8.27,5.37,general,low,0.61,32.5,20.2,13.5,0,0,1.0,25.19
103.94,2.66,0.13,0.17,0.14,0.27,1.86,medicine,standard,0.9,29.9,10.2,7.3,1,0,1.2,32.71
254.94,1.23,0.06,0.44,0.05,22.28,0.02,general,high,0.96,28.1,3.3,2.9,0,1,1.0,15.5
62.05,3.07,0.17,0.22,0.22,2.67,9.37,medicine,critical,0.97,25.3,12.2,7.1,0,1,1.2,22.77
64.14,1.51,0.6,0.76,0.35,0.75,3.03,luxury,low,0.71,29.7,43.9,33.5,0,0,1.0,16.94
67.98,1.66,0.49,0.89,0.33,1.57,1.84,furniture,standard,0.85,32.0,38.5,26.3,1,1,1.0,23.53
90.98,1.61,0.57,0.94,0.44,3.51,6.64,perishable,standard,0.8,25.8,35.1,21.0,0,0,1.2,24.43
107.96,1.99,0.27,0.98,0.32,0.49,1.59,luxury,standard,0.78,32.3,13.9,13.2,1,0,1.0,24.15
169.09,2.51,0.57,0.29,0.33,3.63,0.21,perishable,low,0.72,32.0,41.0,26.5,0,0,1.2,69.26
183.85,2.5,0.12,0.56,0.52,11.64,3.81,furniture,high,0.79,31.8,6.5,4.9,0,0,1.0,33.69
80.58,1.42,0.26,0.76,0.66,6.34,3.83,hazmat,low,0.83,29.8,16.2,12.4,0,1,1.4,28.44
125.13,1.17,0.56,0.68,0.32,10.31,2.39,medicine,high,0.6,33.8,44.0,30.2,0,1,1.2,18.49
263.79,1.15,0.21,1.0,0.07,1.43,8.31,general,standard,0.66,26.4,10.9,7.6,1,4,1.0,20.51
239.07,1.55,0.48,0.33,0.7,3.73,0.76,general,standard,0.85,30.8,31.7,21.9,0,1,1.0,24.52
37.53,1.22,0.33,0.63,0.27,0.51,6.28,luxury,high,0.91,29.9,16.7,18.2,0,0,1.0,5.74
46.48,2.08,0.05,0.34,0.08,5.62,2.31,general,standard,0.89,26.5,3.7,2.7,1,2,1.0,12.61
74.35,2.19,0.27,0.7,0.03,1.28,0.77,furniture,standard,0.86,30.4,14.7,14.7,0,1,1.0,20.02
153.77,2.17,0.15,0.36,0.52,0.94,3.74,perishable,high,0.72,32.7,7.6,8.5,0,0,1.2,37.26
112.58,3.02,0.18,0.75,0.56,1.12,8.34,hazmat,standard,0.93,25.6,11.8,6.6,0,1,1.4,45.97
70.51,1.85,0.58,0.67,0.11,5.39,0.42,general,high,0.75,32.8,38.8,21.1,1,0,1.0,22.87
50.83,2.68,0.23,0.26,0.35,2.75,5.57,luxury,critical,0.71,23.7,16.0,13.0,1,0,1.0,18.36
176.95,1.64,0.08,0.3,0.58,2.59,5.2,perishable,standard,0.81,30.9,6.1,4.1,1,0,1.2,28.12
170.04,2.17,0.39,0.53,0.46,0.81,3.78,general,standard,0.84,26.6,19.8,20.3,1,1,1.0,28.95
177.59,1.86,0.01,0.73,0.48,0.68,4.22,medicine,standard,0.6,27.3,0.7,0.6,0,0,1.2,27.4
104.61,1.69,0.35,0.24,0.32,2.58,5.44,medicine,high,0.6,31.5,18.1,17.6,0,1,1.2,16.18
246.62,1.76,0.63,0.36,0.22,2.5,2.34,perishable,standard,0.78,28.0,46.8,33.9,0,5,1.2,56.53
116.71,1.37,0.57,0.21,0.4,1.42,2.5,general,standard,0.89,33.4,34.3,27.7,0,0,1.0,13.26
194.21,2.37,0.37,0.18,0.3,8.69,12.14,general,high,0.87,27.6,23.2,15.8,0,0,1.0,34.82
88.88,2.06,0.32,0.49,0.13,6.1,0.13,medicine,critical,0.9,32.7,21.2,18.4,0,2,1.2,21.68
158.96,1.56,0.2,0.3,0.41,1.54,11.09,general,standard,0.7,29.5,15.7,8.0,0,1,1.0,21.24
249.43,1.25,0.35,0.36,0.1,3.88,5.16,general,critical,0.91,33.0,27.0,16.8,0,1,1.0,11.8
166.01,1.06,0.13,0.67,0.55,5.79,2.38,luxury,high,0.78,31.0,8.8,6.4,1,0,1.0,6.07
172.04,1.11,0.01,0.71,0.21,3.24,1.89,furniture,high,0.98,33.8,0.6,0.6,0,2,1.0,7.62
84.72,1.53,0.21,0.13,0.19,0.7,3.22,perishable,high,0.78,31.9,16.6,9.5,0,0,1.2,13.74
234.45,1.07,0.2,0.41,0.44,2.93,5.23,perishable,high,0.74,32.0,14.7,10.4,1,2,1.2,12.35
162.22,1.27,0.15,0.42,0.47,1.5,1.4,general,low,0.82,30.1,11.2,8.8,1,1,1.0,13.34
88.67,1.95,0.0,0.89,0.43,0.94,0.24,medicine,standard,0.87,25.6,0.0,0.0,0,4,1.2,31.62
125.45,1.7,0.4,0.51,0.36,1.37,0.68,furniture,high,0.79,31.3,19.7,21.4,1,1,1.0,22.71
197.62,1.09,0.26,0.41,0.36,8.25,7.11,furniture,low,0.78,33.1,18.5,14.6,1,1,1.0,13.72
224.05,1.37,0.28,0.26,0.14,2.51,0.86,perishable,high,0.85,27.2,16.5,15.0,1,0,1.2,10.82
232.67,2.22,0.03,0.86,0.54,8.33,8.32,general,standard,0.8,28.3,2.4,1.7,0,0,1.0,33.76
61.56,1.1,0.48,0.89,0.45,0.68,1.34,furniture,high,0.87,29.3,31.9,17.8,0,1,1.0,5.65
131.34,2.89,0.57,0.98,0.54,4.27,11.11,furniture,standard,0.93,26.3,45.8,26.1,1,0,1.0,46.71
114.65,1.3,0.13,0.9,0.19,4.49,2.91,perishable,low,0.86,29.4,6.6,6.0,1,0,1.2,12.19
87.49,1.44,0.45,0.79,0.63,10.77,1.73,general,low,0.52,26.8,28.0,22.6,0,0,1.0,14.7
180.48,1.48,0.26,0.54,0.59,3.43,2.83,medicine,standard,0.63,34.9,18.4,13.0,0,0,1.2,20.21
264.4,1.54,0.21,0.75,0.12,5.0,8.76,general,high,0.77,25.8,11.7,9.2,1,0,1.0,21.47
112.42,2.15,0.32,0.64,0.04,13.52,6.71,furniture,standard,0.77,26.5,18.3,15.9,0,1,1.0,28.98
84.03,1.53,0.55,0.78,0.29,0.33,1.67,furniture,high,0.94,34.2,39.5,27.7,1,1,1.0,18.29
191.62,2.53,0.68,0.74,0.51,4.23,1.99,perishable,low,0.76,27.3,47.0,37.8,0,1,1.2,79.07
128.98,2.49,0.23,0.51,0.22,0.41,16.72,furniture,standard,0.63,24.4,11.5,12.6,0,0,1.0,36.98
34.89,1.97,0.24,0.53,0.06,7.25,0.61,medicine,low,0.81,29.5,13.7,10.3,1,0,1.2,13.32
44.65,2.19,0.63,0.69,0.07,2.34,2.4,perishable,standard,0.83,36.3,44.3,31.9,1,0,1.2,34.66
123.36,1.59,0.44,0.88,0.13,3.5,6.58,perishable,standard,0.83,24.5,24.4,20.7,0,1,1.2,12.48
91.84,1.6,0.32,0.51,0.27,3.03,2.15,general,low,0.98,24.8,24.7,13.8,1,0,1.0,13.94
82.73,1.96,0.23,0.44,0.16,0.16,0.33,furniture,high,0.81,30.3,13.7,13.0,0,2,1.0,20.47
117.33,1.94,0.57,0.87,0.28,0.53,1.68,medicine,standard,0.78,31.8,33.7,32.6,0,0,1.2,29.31
89.0,1.78,0.14,0.36,0.12,0.65,6.93,general,high,0.56,33.6,11.3,5.3,0,0,1.0,19.27
90.64,2.22,0.58,0.92,0.19,5.17,3.53,perishable,critical,0.74,26.0,30.5,24.9,0,1,1.2,29.94
46.51,2.45,0.08,0.59,0.15,5.69,2.84,perishable,standard,0.68,34.1,5.2,3.4,0,1,1.2,19.58
158.13,1.33,0.08,0.43,0.01,7.62,0.03,general,standard,0.72,29.5,4.2,4.7,0,0,1.0,11.96
267.05,1.82,0.33,0.46,0.5,1.81,5.4,furniture,standard,0.77,27.6,21.4,15.6,0,0,1.0,33.61
14.25,1.35,0.58,0.59,0.1,3.75,6.51,furniture,standard,0.84,34.4,32.9,24.6,0,0,1.0,5.34
117.4,1.3,0.37,0.39,0.17,4.95,0.79,general,critical,0.59,34.9,22.9,16.4,1,0,1.0,11.55
134.7,1.87,0.32,0.8,0.33,2.82,3.41,medicine,high,0.9,24.6,24.8,14.7,0,1,1.2,28.49
170.82,2.26,0.34,0.98,0.3,8.15,7.27,medicine,standard,0.81,25.2,18.1,12.0,0,0,1.2,42.13
57.9,1.22,0.6,0.84,0.55,3.47,3.33,furniture,low,0.82,29.0,39.4,25.8,1,0,1.0,22.79
130.83,2.2,0.28,0.21,0.21,2.29,2.12,perishable,standard,0.73,25.4,18.7,14.8,0,0,1.2,34.96
157.3,1.24,0.35,0.4,0.19,1.83,0.53,perishable,standard,0.81,30.1,19.0,16.2,0,0,1.2,9.03
217.54,2.34,0.72,0.56,0.26,7.13,20.24,general,low,0.76,32.8,57.6,38.1,0,1,1.0,70.21
133.5,2.05,0.28,0.89,0.3,0.65,3.36,medicine,standard,0.89,35.4,14.2,10.2,0,0,1.2,28.98
190.78,1.33,0.23,0.52,0.4,2.03,1.11,medicine,standard,0.79,34.9,18.4,12.1,0,0,1.2,20.26
180.03,1.85,0.59,0.39,0.27,8.66,5.78,general,standard,0.94,28.3,31.9,27.1,1,0,1.0,29.98
217.99,1.56,0.54,0.8,0.55,4.12,2.28,perishable,standard,0.76,23.6,38.7,19.3,1,0,1.2,50.62
131.86,1.18,0.35,0.77,0.12,5.89,1.23,general,critical,0.93,25.5,20.8,17.1,1,0,1.0,6.74
30.9,2.94,0.34,0.23,0.56,13.48,6.2,general,low,0.89,30.7,23.9,19.7,0,1,1.0,16.93
231.32,2.43,0.31,0.25,0.19,0.21,9.45,perishable,standard,0.71,27.5,15.7,16.3,0,0,1.2,57.48
44.82,1.45,0.48,0.56,0.25,3.3,5.59,medicine,low,0.88,30.7,35.0,22.9,1,0,1.2,26.99
116.91,1.57,0.76,0.87,0.48,0.09,6.0,hazmat,critical,0.85,32.3,44.3,34.6,0,1,1.4,34.84
197.78,1.43,0.07,0.35,0.46,3.83,0.2,general,high,0.95,35.3,4.3,2.9,1,2,1.0,19.27
111.83,1.5,0.43,0.67,0.2,0.01,0.03,general,high,0.68,29.0,33.1,16.3,0,1,1.0,14.53
264.54,1.86,0.0,0.49,0.32,1.62,3.75,furniture,low,0.89,32.3,0.0,0.0,1,0,1.0,32.85
102.58,3.21,0.47,0.12,0.34,0.68,0.94,medicine,high,0.93,25.4,36.7,24.7,0,1,1.2,37.76
148.59,1.65,0.24,0.52,0.22,0.77,8.35,medicine,high,0.88,29.4,19.2,9.3,0,0,1.2,20.29
130.99,1.37,0.84,0.67,0.28,1.12,0.2,general,low,0.64,33.4,52.6,39.2,0,0,1.0,11.84
149.11,1.94,0.12,0.88,0.56,12.37,1.42,medicine,critical,0.77,24.5,6.3,7.1,0,0,1.2,28.86
67.23,1.24,0.5,0.36,0.38,6.75,1.69,medicine,high,0.98,34.8,32.7,25.8,1,0,1.2,22.81
191.03,2.16,0.5,0.63,0.71,9.89,5.3,medicine,critical,0.79,28.6,33.6,21.4,1,0,1.2,46.67
130.28,1.31,0.5,0.93,0.18,8.15,6.39,perishable,standard,0.68,32.9,27.7,24.4,1,2,1.2,34.03
205.53,1.47,0.57,0.64,0.63,0.73,2.2,furniture,standard,0.79,33.3,36.8,25.7,0,0,1.0,19.99
83.93,1.42,0.23,0.92,0.09,0.94,0.75,perishable,standard,0.8,32.8,15.8,12.6,0,0,1.2,9.8
217.74,2.25,0.44,0.63,0.05,2.45,2.28,furniture,critical,0.69,32.4,29.8,15.7,0,2,1.0,47.04
34.97,1.52,0.24,0.65,0.45,1.52,7.64,general,standard,0.86,32.8,14.0,12.5,1,1,1.0,11.26
217.9,1.02,0.7,0.75,0.51,0.33,0.51,furniture,standard,0.59,32.8,48.8,32.5,0,0,1.0,6.75
117.69,1.43,0.1,0.78,0.3,5.68,0.4,perishable,high,0.76,29.6,7.9,4.0,1,0,1.2,9.06
136.37,1.55,0.55,0.56,0.19,4.05,21.37,luxury,low,0.81,32.4,31.8,32.5,0,0,1.0,25.7
94.62,2.24,0.11,0.68,0.63,3.31,1.16,medicine,high,0.82,31.9,8.3,6.1,0,2,1.2,33.47
144.36,1.23,0.67,0.73,0.54,7.24,5.83,perishable,standard,0.69,29.0,53.2,35.4,0,1,1.2,29.43
66.31,1.95,0.26,0.24,0.21,8.0,2.61,perishable,critical,0.64,25.2,20.6,9.5,0,1,1.2,22.38
153.04,1.67,0.39,0.37,0.55,2.57,6.49,perishable,critical,0.74,29.6,22.5,19.8,1,0,1.2,21.53
111.24,1.61,0.16,0.9,0.38,0.78,6.51,furniture,standard,0.74,28.1,11.5,7.7,0,0,1.0,14.96
164.02,1.68,0.18,0.32,0.4,2.35,0.53,medicine,high,0.86,29.5,14.4,9.2,0,0,1.2,18.34
96.11,1.64,0.25,0.67,0.44,0.79,7.46,furniture,low,0.91,29.6,17.4,9.1,0,1,1.0,17.29
196.96,1.19,0.22,0.15,0.23,15.68,0.75,hazmat,standard,0.68,32.2,13.1,10.4,1,0,1.4,15.39
277.69,1.89,0.84,0.84,0.54,5.37,1.59,general,critical,0.8,24.8,53.2,36.7,0,0,1.0,33.74
149.32,1.37,0.52,0.63,0.18,2.27,1.0,perishable,standard,0.77,25.9,38.6,29.4,0,0,1.2,20.21
166.51,2.21,0.31,0.55,0.57,16.31,4.52,medicine,standard,0.92,32.6,19.2,16.1,1,0,1.2,44.57
82.09,1.51,0.57,0.77,0.34,0.92,7.01,general,standard,0.73,29.1,37.1,33.5,0,0,1.0,15.8
129.14,1.6,0.06,0.79,0.25,26.9,6.01,furniture,standard,0.89,34.2,3.4,2.5,0,0,1.0,16.73
110.32,1.61,0.15,0.32,0.56,0.68,0.99,perishable,standard,0.71,28.7,7.6,6.9,1,0,1.2,11.95
201.44,1.67,0.18,0.98,0.67,1.44,1.37,general,standard,0.67,31.4,9.7,7.4,0,2,1.0,23.84
146.23,1.12,0.28,0.92,0.19,25.76,0.85,perishable,high,0.7,36.8,22.1,16.8,0,1,1.2,13.99
43.59,2.56,0.8,0.29,0.55,3.85,2.96,general,low,0.86,33.7,51.4,47.9,0,0,1.0,23.4
95.63,1.62,0.26,0.4,0.51,1.6,3.15,general,standard,0.72,23.7,19.5,13.0,0,0,1.0,9.81
304.83,1.27,0.38,0.44,0.51,10.6,3.35,furniture,low,0.82,28.8,29.3,19.1,1,0,1.0,30.92
192.21,2.48,0.17,0.81,0.14,9.58,2.73,medicine,standard,0.7,32.0,9.6,7.0,0,2,1.2,54.48
29.14,2.85,0.35,0.4,0.26,10.13,6.89,furniture,standard,0.84,31.6,18.6,20.6,0,1,1.0,19.82
204.42,2.67,0.22,0.7,0.66,0.91,1.66,furniture,low,0.83,29.8,14.4,9.2,0,0,1.0,50.45
95.28,1.27,0.18,0.69,0.34,3.14,2.1,perishable,standard,0.85,27.6,14.2,10.7,1,0,1.2,6.68
199.41,1.17,0.26,0.61,0.44,8.11,3.88,perishable,high,0.79,27.3,14.5,11.8,1,2,1.2,18.0
206.33,1.37,0.26,0.66,0.46,2.26,1.53,perishable,high,0.82,32.9,14.7,13.8,0,0,1.2,15.87
109.65,1.79,0.63,0.3,0.16,3.42,1.81,hazmat,standard,0.95,28.6,47.0,30.0,1,1,1.4,50.18
220.23,2.3,0.12,0.24,0.36,2.26,4.09,general,low,0.88,29.4,8.9,4.5,1,1,1.0,53.78
142.62,1.4,0.15,0.4,0.22,0.24,3.37,luxury,high,0.64,25.3,8.8,5.6,0,0,1.0,12.0
113.64,1.43,0.37,0.54,0.26,2.77,2.92,general,standard,0.64,24.9,22.3,17.7,0,0,1.0,12.44
163.34,1.1,0.35,0.58,0.58,12.64,0.32,hazmat,low,0.89,27.7,24.6,15.0,0,0,1.4,12.94
139.85,1.36,0.01,0.26,0.01,0.84,4.56,medicine,high,0.86,33.2,0.6,0.4,0,0,1.2,9.87
225.36,2.41,0.08,0.73,0.08,3.26,7.79,furniture,standard,0.74,30.6,5.7,3.3,1,0,1.0,53.31
106.47,1.73,0.38,0.19,0.07,1.65,13.54,furniture,standard,0.85,33.4,25.1,13.3,1,0,1.0,24.29
73.01,1.55,0.11,0.99,0.64,6.86,8.45,perishable,standard,0.79,22.5,7.2,5.8,0,1,1.2,10.58
231.55,2.27,0.44,0.81,0.34,8.35,0.33,perishable,standard,0.73,27.8,31.9,23.8,0,0,1.2,55.82
190.5,1.18,0.03,0.91,0.05,8.65,13.99,general,standard,0.85,28.3,1.6,1.6,1,0,1.0,7.63
142.21,1.45,0.22,0.52,0.36,3.15,0.38,general,standard,0.81,33.7,11.9,11.0,1,0,1.0,7.73
99.6,1.18,0.02,0.96,0.06,1.84,5.69,general,critical,0.8,30.0,1.5,0.8,0,0,1.0,2.82
167.51,2.58,0.18,0.99,0.34,3.84,0.32,medicine,critical,0.67,26.0,12.8,7.2,1,0,1.2,43.34
130.44,1.36,0.63,0.53,0.52,8.23,0.43,general,standard,0.73,31.7,50.7,23.2,0,2,1.0,21.17
188.85,1.34,0.4,0.85,0.42,4.61,1.1,luxury,standard,0.68,30.8,31.7,20.2,0,0,1.0,21.18
58.77,1.67,0.53,0.7,0.65,0.17,2.86,furniture,standard,0.69,26.7,39.1,24.6,0,3,1.0,24.08
184.36,1.04,0.54,0.28,0.76,3.63,1.55,medicine,standard,0.77,31.5,33.3,26.7,1,0,1.2,18.15
179.93,2.19,0.38,0.46,0.19,0.79,5.29,general,high,0.77,28.9,28.8,15.2,1,1,1.0,33.73
140.12,1.76,0.59,0.74,0.04,6.79,5.46,medicine,standard,0.57,30.5,46.5,22.9,0,0,1.2,30.3
111.39,2.66,0.06,0.24,0.67,2.02,3.41,perishable,high,0.74,31.1,4.5,2.9,0,2,1.2,40.85
95.71,1.25,0.69,0.39,0.1,1.41,1.48,furniture,critical,0.94,26.0,42.0,30.5,0,0,1.0,6.09
76.5,2.12,0.56,0.4,0.64,12.63,0.33,medicine,high,0.92,28.6,37.7,27.7,1,0,1.2,42.8
201.89,1.33,0.53,0.47,0.46,1.6,3.81,general,standard,0.81,32.2,31.1,27.6,0,1,1.0,18.62
190.84,2.22,0.31,0.1,0.92,4.98,0.21,perishable,high,0.95,28.0,23.6,14.4,0,1,1.2,42.82
163.22,1.56,0.14,0.37,0.14,8.72,2.62,perishable,high,0.72,24.1,7.3,8.0,0,0,1.2,19.68
245.33,1.45,0.33,0.29,0.13,3.44,2.42,medicine,low,0.76,27.9,25.9,15.9,0,1,1.2,40.13
144.09,1.25,0.41,0.95,0.5,3.11,10.24,luxury,standard,0.8,33.0,23.3,22.1,0,0,1.0,13.72
140.91,1.95,0.9,0.85,0.73,22.58,6.26,perishable,critical,0.76,28.6,54.4,44.5,0,0,1.2,36.27
126.05,1.43,0.34,0.57,0.05,1.34,6.5,furniture,low,0.65,31.6,21.0,19.7,0,0,1.0,13.34
166.34,1.43,0.35,0.18,0.09,3.4,0.1,perishable,standard,0.71,29.4,27.2,12.4,1,0,1.2,26.16
223.79,1.62,0.1,0.95,0.25,2.31,5.54,furniture,standard,0.99,31.5,8.0,5.0,0,0,1.0,16.96
105.1,1.75,0.2,0.45,0.23,1.63,1.31,hazmat,high,0.87,29.7,10.8,8.8,1,1,1.4,20.79
155.51,1.58,0.08,0.79,0.85,0.27,1.32,general,standard,0.85,36.8,6.2,3.2,0,1,1.0,19.85
99.14,1.53,0.6,0.3,0.73,3.66,0.31,luxury,high,0.85,30.2,45.5,33.4,1,0,1.0,29.64
124.2,1.75,0.19,0.67,0.19,5.8,0.38,furniture,critical,0.94,23.6,13.5,8.7,0,0,1.0,13.81
54.87,2.1,0.2,0.5,0.07,3.15,1.87,general,standard,0.8,33.3,10.0,9.3,0,0,1.0,13.97
48.41,2.18,0.62,0.56,0.36,0.6,18.97,furniture,high,0.88,30.3,40.7,29.0,0,0,1.0,14.73
141.64,1.68,0.18,0.28,0.2,0.83,1.72,furniture,critical,0.68,34.7,13.0,10.1,0,0,1.0,13.97
144.35,1.55,0.21,0.89,0.11,2.24,0.35,general,standard,0.67,30.1,14.1,9.7,1,1,1.0,15.44
108.64,2.55,0.45,0.72,0.2,5.9,3.21,furniture,high,0.76,30.3,35.7,17.4,0,0,1.0,24.12
176.23,1.27,0.07,0.47,0.53,5.99,6.0,medicine,high,0.84,27.3,4.4,3.7,0,1,1.2,17.05
119.32,1.83,0.41,0.43,0.91,6.34,5.41,general,standard,0.78,29.0,21.4,18.4,1,1,1.0,22.02
126.87,1.23,0.6,0.15,0.7,3.43,9.56,perishable,high,0.82,27.7,33.2,23.0,1,1,1.2,33.8
70.11,1.24,0.0,0.46,0.55,9.99,2.9,general,standard,0.6,32.3,0.0,0.0,1,1,1.0,8.55
161.24,1.69,0.75,0.3,0.64,1.33,7.57,medicine,critical,0.96,26.3,38.4,32.3,0,0,1.2,24.95
223.42,1.29,0.46,0.86,0.31,10.09,0.14,medicine,standard,0.97,29.1,31.8,20.4,0,0,1.2,26.92
149.59,1.28,0.27,0.37,0.06,4.88,9.43,furniture,standard,0.77,30.2,18.6,15.0,0,0,1.0,10.83
86.52,1.24,0.58,0.62,0.36,2.71,0.93,hazmat,standard,0.74,31.4,37.5,27.9,1,0,1.4,27.58
125.72,1.73,0.19,0.68,0.51,7.63,0.56,hazmat,high,0.72,31.8,15.3,7.7,0,0,1.4,28.65
94.36,1.92,0.41,0.65,0.26,5.86,9.01,medicine,critical,0.86,29.5,20.7,19.7,0,0,1.2,20.75
144.8,2.78,0.55,0.66,0.25,3.73,0.3,perishable,high,0.82,27.8,41.5,22.7,0,0,1.2,48.04
85.8,1.15,0.39,0.81,0.2,5.89,3.74,perishable,critical,0.79,32.4,20.2,22.9,0,0,1.2,6.96
119.66,1.6,0.35,0.5,0.46,2.01,3.14,perishable,standard,0.95,27.6,25.3,18.1,0,1,1.2,19.49
201.8,1.36,0.27,0.24,0.77,1.37,0.06,furniture,standard,0.83,28.2,15.5,14.6,0,0,1.0,16.05
108.12,1.38,0.13,0.55,0.17,0.43,5.44,medicine,high,0.7,31.9,10.1,6.9,1,1,1.2,13.2
94.08,2.56,0.51,0.11,0.11,1.97,1.57,furniture,high,0.67,26.6,32.0,27.0,0,0,1.0,31.05
147.41,2.16,0.1,0.75,0.16,1.72,0.18,perishable,standard,0.97,26.2,7.9,4.6,0,0,1.2,26.53
238.12,1.91,0.32,0.19,0.23,0.62,0.37,luxury,high,0.8,27.2,17.3,15.4,0,1,1.0,31.54
243.5,1.29,0.35,0.35,0.3,2.79,1.34,perishable,high,0.87,32.4,25.5,18.7,0,0,1.2,15.4
84.9,3.09,0.22,0.42,0.53,8.23,4.31,general,standard,0.86,22.8,12.7,13.1,0,0,1.0,38.54
190.75,2.38,0.29,0.87,0.08,8.66,5.33,general,high,0.81,31.9,19.8,17.4,1,1,1.0,41.38
82.4,1.09,0.33,0.79,0.15,0.46,8.98,medicine,standard,0.67,34.6,23.8,14.3,0,0,1.2,12.4
230.24,2.53,0.17,0.88,0.23,6.18,3.16,medicine,standard,0.77,31.8,12.6,9.2,1,0,1.2,66.48
282.48,1.92,0.24,0.99,0.23,11.47,2.11,perishable,low,0.7,31.5,16.1,9.6,0,2,1.2,62.83
202.5,2.31,0.45,0.61,0.07,0.06,8.47,general,low,0.74,33.9,22.2,24.5,0,1,1.0,48.04
181.78,2.72,0.3,0.23,0.39,5.59,1.96,general,standard,0.94,30.3,15.6,16.9,0,0,1.0,46.91
114.7,1.95,0.22,0.55,0.49,28.81,2.59,perishable,standard,0.79,29.2,12.6,13.1,0,1,1.2,37.53
147.48,2.28,0.3,0.87,0.4,4.86,2.08,furniture,critical,0.8,25.7,17.5,14.3,0,0,1.0,25.55
263.99,1.6,0.11,0.37,0.51,0.88,4.68,perishable,standard,0.8,30.0,7.8,6.1,0,0,1.2,29.22
124.22,2.36,0.14,0.62,0.49,2.61,4.83,general,standard,0.73,32.4,7.2,8.0,0,0,1.0,27.93
37.6,2.02,0.34,0.24,0.45,0.08,3.23,hazmat,standard,0.85,31.7,21.3,14.9,0,0,1.4,17.47
152.31,1.93,0.07,0.24,0.21,4.82,4.11,furniture,low,0.76,29.8,4.1,3.4,0,2,1.0,31.88
159.07,1.88,0.54,0.64,0.6,13.51,0.58,perishable,high,0.7,28.9,40.1,19.2,0,0,1.2,33.34
42.68,1.4,0.43,0.95,0.3,5.15,6.54,hazmat,critical,0.85,32.5,31.2,19.3,0,0,1.4,11.29
16.05,1.31,0.32,0.33,0.4,3.24,5.5,perishable,high,0.81,34.5,24.1,12.1,1,0,1.2,10.63
106.18,1.21,0.27,0.71,0.66,1.43,0.39,general,standard,0.9,25.6,16.1,15.3,0,1,1.0,6.39
59.91,2.49,0.02,0.81,0.11,2.26,3.55,general,high,0.84,27.4,1.6,1.1,0,0,1.0,15.22
70.01,1.58,0.09,0.33,0.71,0.09,1.42,furniture,critical,0.88,29.9,6.3,3.4,0,0,1.0,5.74
103.97,2.06,0.48,0.32,0.11,2.61,5.19,general,standard,0.84,29.7,28.8,28.7,1,2,1.0,43.88
125.33,2.63,0.45,0.82,0.24,0.8,15.18,furniture,high,0.95,31.4,28.3,19.0,1,0,1.0,42.04
191.25,1.8,0.22,0.16,0.18,4.58,0.35,luxury,critical,0.64,36.7,15.2,7.7,0,0,1.0,22.75
195.25,1.3,0.2,0.39,0.55,4.57,4.12,general,standard,0.78,25.5,10.7,7.6,0,0,1.0,15.99
104.85,2.24,0.33,0.57,0.28,2.19,6.68,general,critical,0.9,31.7,23.1,19.4,0,0,1.0,24.9
178.87,1.29,0.23,0.34,0.61,7.49,0.92,medicine,critical,0.8,32.2,12.6,9.1,1,0,1.2,14.17
99.71,1.89,0.36,0.19,0.42,8.31,0.86,furniture,low,0.89,32.7,26.9,19.4,0,0,1.0,15.83
229.06,1.26,0.39,0.91,0.35,2.63,3.17,general,standard,0.82,28.4,23.7,16.6,1,1,1.0,13.22
194.76,1.21,0.39,0.51,0.1,0.68,0.76,perishable,high,0.83,30.7,30.0,14.4,0,2,1.2,14.59
55.61,2.46,0.47,0.25,0.37,6.91,2.19,perishable,high,0.85,31.0,31.8,20.9,1,0,1.2,23.43
137.54,1.92,0.42,0.97,0.52,3.43,1.97,furniture,standard,0.83,30.7,22.9,23.2,0,0,1.0,21.81
57.79,1.44,0.12,0.91,0.1,8.06,2.57,hazmat,high,0.91,29.0,6.1,6.7,1,0,1.4,10.05
166.96,2.4,0.09,0.35,0.29,1.39,7.64,hazmat,standard,0.8,28.7,6.4,3.4,0,2,1.4,63.84
315.35,1.11,0.13,0.13,0.26,4.03,10.25,general,standard,0.86,26.9,8.0,7.2,0,0,1.0,10.3
88.88,1.46,0.18,0.39,0.39,0.67,8.47,medicine,low,0.69,28.6,10.3,6.8,0,1,1.2,20.03
151.54,1.4,0.22,0.19,0.32,5.03,1.49,furniture,standard,0.75,25.8,16.3,11.2,1,1,1.0,14.43
141.8,1.27,0.67,0.49,0.24,5.74,5.66,perishable,high,0.88,35.8,47.7,38.4,0,0,1.2,17.71
95.68,2.46,0.11,0.61,0.6,14.92,1.86,furniture,high,0.81,28.6,6.1,5.7,1,2,1.0,32.88
185.13,2.03,0.62,0.15,0.33,8.63,10.69,general,standard,0.82,30.7,37.9,22.3,0,0,1.0,32.45
318.15,1.84,0.43,0.98,0.27,1.03,1.48,general,standard,0.67,34.3,28.1,21.9,1,1,1.0,45.43
113.92,1.38,0.23,0.55,0.15,3.57,0.89,general,low,0.75,27.7,12.1,10.9,0,0,1.0,11.2
